4.854261,4.842414,-0.359339,6.79793018444104e+18,34.106041,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
4.867267,4.852,-0.360176,6.797930188736607e+18,34.106041,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
4.858503,4.846646,-0.359653,6.797930188737107e+18,34.106041,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
4.873488,4.868387,-0.361013,6.797930188737206e+18,34.106041,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
4.866407,4.844374,-0.359862,6.797930188737307e+18,34.106041,-117.70507,0.0,-0.5,-5.5,-0.09,-0.06,-0.44,
4.864421,4.840707,-0.359653,6.797930188737407e+18,34.106041,-117.70507,0.0,-0.5,-5.5,-0.04,0.01,-0.47,
4.88333,4.835833,-0.360176,6.797930188737506e+18,34.106041,-117.70507,0.0,-0.5,-5.5,0.05,-0.05,-0.49,
4.870633,4.840125,-0.359862,6.797930188737606e+18,34.106041,-117.70507,0.0,-0.5,-5.5,0.11,-0.06,-0.49,
4.883865,4.829614,-0.359967,6.797930188737707e+18,34.106041,-117.70507,0.0,-0.5,-5.5,0.03,-0.08,-0.46,
4.872322,4.838425,-0.359862,6.797930188737806e+18,34.106041,-117.70507,0.0,-0.5,-5.5,-0.05,-0.02,-0.5,
4.898173,4.815102,-0.359967,6.797930188737906e+18,34.106041,-117.70507,359.8125,-0.5625,-5.5625,-0.35,-0.02,-0.45,
4.919619,4.787463,-0.359757,6.797930188738007e+18,34.106041,-117.70507,359.6875,-0.625,-5.5625,-0.29,-0.17,-0.37,
4.936903,4.772511,-0.359862,6.797930193033074e+18,34.106041,-117.70507,359.625,-0.6875,-5.5,-0.22,0.0,-0.4,
5.041073,4.782127,-0.364154,6.797930193033173e+18,34.106041,-117.70507,358.75,-0.625,-5.75,0.55,0.05,-0.59,
5.042369,4.610775,-0.358083,6.797930193033274e+18,34.106041,-117.70507,357.8125,-0.5,-5.5625,-0.56,-0.47,-0.57,
5.049207,4.612176,-0.358397,6.797930193033375e+18,34.106041,-117.70507,357.625,-0.5,-5.4375,-0.82,-1.26,-0.08,
4.972927,4.705952,-0.358815,6.797930193033474e+18,34.106041,-117.70507,359.1875,-0.6875,-5.0625,-0.34,0.05,-0.05,
