5.027018,4.750492,-0.362479,6.797924290374109e+18,34.106045,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
5.006975,4.701862,-0.359967,6.797924290374509e+18,34.106045,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
5.034896,4.747965,-0.362688,6.79792429037491e+18,34.106045,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
5.026178,4.739744,-0.36206,6.797924290375009e+18,34.106045,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
5.009252,4.702355,-0.360071,6.797924294670077e+18,34.106045,-117.70507,0.0,0.0,0.0,0.0,0.0,0.0,
5.02847,4.751863,-0.362584,6.797924294670177e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.18,0.0,-0.5,
5.013053,4.715809,-0.360699,6.797924294670277e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,-0.04,0.0,-0.43,
5.018511,4.739138,-0.361746,6.797924294670377e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.06,-0.11,-0.48,
5.019338,4.738262,-0.361746,6.797924294670476e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.1,-0.01,-0.51,
5.016832,4.729277,-0.361327,6.797924294670577e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,-0.06,0.0,-0.47,
5.019136,4.741385,-0.361851,6.797924294670677e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.07,-0.06,-0.48,
5.008689,4.711704,-0.360385,6.797924294670776e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.02,-0.07,-0.5,
5.060187,4.785182,-0.364991,6.797924294670877e+18,34.106045,-117.70507,0.0,-0.9375,-4.9375,0.0,0.19,-0.44,
5.013728,4.729657,-0.361223,6.797924294670977e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.0,-0.14,-0.44,
5.022445,4.73788,-0.361851,6.797924298966044e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.05,0.04,-0.45,
5.013053,4.715809,-0.360699,6.797924298966143e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,-0.08,0.02,-0.46,
5.005244,4.729915,-0.360909,6.797924298966244e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,0.31,-0.05,-0.45,
5.02556,4.760751,-0.362793,6.797924298966344e+18,34.106045,-117.70507,359.9375,-0.9375,-4.9375,-0.16,-0.65,-0.5,
5.022645,4.734756,-0.361746,6.797924298966544e+18,34.106045,-117.70507,359.875,-0.9375,-5.0,-0.02,0.12,-0.59,
5.01699,4.688251,-0.359862,6.797924298966644e+18,34.106045,-117.70507,359.8125,-0.8125,-4.875,-0.05,-0.03,-0.5,
5.02826,4.679093,-0.359967,6.797924298966745e+18,34.106045,-117.70507,359.625,-1.0625,-5.0,-0.25,-0.17,-0.45,
5.02727,4.683087,-0.360071,6.797924298966844e+18,34.106045,-117.70507,359.625,-1.0625,-4.9375,0.05,-0.26,-0.47,
5.029023,4.692923,-0.36049,6.797924298966944e+18,34.106045,-117.70507,359.6875,-1.0625,-4.9375,0.28,-0.01,-0.49,
5.019729,4.694094,-0.360176,6.797924303262011e+18,34.106045,-117.70507,359.75,-1.0,-4.9375,0.01,0.01,-0.48,
5.023368,4.710661,-0.360909,6.797924303262112e+18,34.106045,-117.70507,359.8125,-1.0,-4.9375,-0.08,-0.17,-0.46,
5.014255,4.708698,-0.36049,6.797924303262211e+18,34.106045,-117.70507,359.875,-1.0,-4.9375,-0.04,0.06,-0.5,
5.046309,4.750415,-0.363212,6.797924303262311e+18,34.106045,-117.70507,359.875,-1.0625,-4.9375,-0.1,0.01,-0.5,
5.030653,4.717493,-0.361432,6.797924303262412e+18,34.106045,-117.70507,359.8125,-1.125,-4.875,-0.28,-0.15,-0.57,
